,text,symp,label
2475,"I've been feeling overwhelmed by anxiety and panic attacks, and it's affecting my daily life.",symptom,0
2476,I spent a weekend at a charming bed and breakfast in a picturesque countryside.,None,1
2477,"I've noticed changes in my urine taste, and it's becoming unpleasant and unusual.",symptom,0
2478,Forgetfulness and memory lapses have been affecting my daily life.,symptom,0
2479,"I've had a persistent, dull ache in my chest.",symptom,0
2480,"I've been dealing with constant fatigue, and it's affecting my daily activities.",symptom,0
2481,"I spent a weekend in a cozy cabin in the woods, surrounded by nature's tranquility.",None,1
2482,"I'm in my second trimester of pregnancy, and I've been having unusual cravings.",symptom,0
2483,"I'm eager to explore the bustling markets of Bangkok, where street food vendors offer a tantalizing array of flavors and aromas.",None,1
2484,"I suggested a funny dance-off to my friends, and we had a dance party full of goofy moves.",None,1
2485,"My son has been experiencing frequent nosebleeds, and I'm concerned about possible underlying issues.",symptom,0
2486,"My skin feels greasy, and I'm getting frequent whiteheads.",symptom,0
2487,I've been dealing with persistent eye discharge that's crusty in the morning.,symptom,0
2488,Sampling exotic spices adds depth and complexity to dishes.,None,1
2489,I love the way they make my heart race.,None,1
2490,"I've had a history of retinal tears, and I need a checkup.",symptom,0
2491,"I've had recurring episodes of bronchitis, and it's impacting my work.",symptom,0
2492,I've been experiencing recurring ear infections and hearing loss.,symptom,0
2493,"I've been dealing with nausea and vomiting, and sometimes these symptoms are accompanied by chest discomfort.",symptom,0
2494,I narrated my experience of taking a scenic bike ride along a coastal route.,None,1
2495,I caught this political drama that's both thought-provoking and intense.,None,1
2496,"I elucidated the concept of mindfulness meditation to a friend, promoting relaxation and stress relief.",None,1
2497,I had a great time at the party last night.,None,1
2498,I've noticed that my breathing problems are aggravated by exercise.,symptom,0
2499,I've had recurring lung infections with a persistent wheeze.,symptom,0
2500,"I shared my experience of learning a new skill, like painting or pottery.",None,1
2501,"Persistent pain in my upper back, between the shoulder blades, is affecting my posture.",symptom,0
2502,"I've had these painful, swollen lumps under my skin, and they're getting larger.",symptom,0
2503,"I've been experiencing frequent and painful urination, along with lower abdominal discomfort.",symptom,0
2504,I just saw a spine-tingling horror movie that will leave you breathless.,None,1
2505,There's this heartwarming documentary that celebrates the beauty of nature.,None,1
2506,I had a wonderful picnic in the park.,None,1
2507,I outlined steps to create a visually appealing PowerPoint presentation for a student.,None,1
2508,I've noticed that my allergy symptoms worsen when I'm around cats.,symptom,0
2509,"I've had these itchy, raised hives on my skin, and they seem to be triggered by certain foods.",symptom,0
2510,Cooking a traditional meal with family and preserving culinary traditions is bonding.,None,1
2511,"I've been pregnant multiple times, and I'm concerned about a history of miscarriages.",symptom,0
2512,I asked my coworker for their phone number so we could coordinate on a project.,None,1
2513,"I guided my neighbor through the process of starting a vegetable garden, from soil preparation to planting.",None,1
2514,I admire their strength and resilience.,None,1
2515,"I've had this persistent headache in the front of my head, and it's been bothering me for days.",symptom,0
2516,"Consistent pain in my legs, especially in the calves, is affecting my mobility.",symptom,0
2517,I can't recommend this sci-fi thriller enough; it's a mind-bender.,None,1
2518,I'm looking forward to a weekend of sailing on the open sea.,None,1
2519,"I visited a serene botanical garden, where exotic plants created a tranquil oasis.",None,1
2520,"I've had occasional episodes of vomiting, and it's worrisome.",symptom,0
2521,"My heart rate tends to increase significantly when I'm anxious or stressed, which is happening more frequently.",symptom,0
2522,They're the first person I think of in the morning.,None,1
2523,Who's the league commissioner?,None,1
2524,The taste of exotic spices in international cuisine is a culinary delight.,None,1
2525,I've noticed that my breathing difficulties are triggered by allergies.,symptom,0
2526,"I've been experiencing heavy bleeding during my periods, to the point where it's affecting my daily life.",symptom,0
2527,"I recommended a budgeting app to a family member, and they gained control over their finances.",None,1
2528,"A metallic taste in my mouth, even without eating or drinking anything, has been persistent.",symptom,0
2529,"I've had persistent dizziness and lightheadedness, and it's worrisome.",symptom,0
2530,"I've had a sudden increase in anxiety and nervousness, along with restlessness.",symptom,0
2531,"I asked a fellow class clown for their funniest classroom memory, and it had us reminiscing and laughing.",None,1
2532,The sound of ocean waves crashing against the shore is therapeutic.,None,1
2533,"I've had surgery for a torn ligament, and I need rehabilitation.",symptom,0
2534,"I introduced my family to the world of online privacy, discussing cybersecurity practices and protective measures.",None,1
2535,"I've had a family history of kidney cancer, and I'm concerned about my risk.",symptom,0
2536,Is there any news on international collaborations in space exploration?,None,1
2537,"I've been experiencing persistent feelings of emptiness and loneliness, and it's affecting my self-worth.",symptom,0
2538,"I've been experiencing frequent, severe migraines, and they're debilitating.",symptom,0
2539,"I've been having trouble concentrating, and my mind often feels foggy.",symptom,0
2540,I want to be their support system.,None,1
2541,Exploring an ancient ruin and imagining its history is like stepping back in time.,None,1
2542,I've been experiencing persistent ear pressure and discomfort during flights.,symptom,0
2543,"I've had a recent toe dislocation, and I need rehabilitation.",symptom,0
2544,"I've been experiencing difficulty in breathing and shortness of breath, especially during physical activities.",symptom,0
2545,Did you catch the game highlights?,None,1
2546,"I've noticed changes in the color and texture of my nails, and it's concerning.",symptom,0
2547,"I've had a history of self-harm and suicidal thoughts, and I'm worried about my safety.",symptom,0
2548,"I frequently experience abdominal cramps and bloating, particularly after eating.",symptom,0
2549,"I've been experiencing tingling and numbness in my fingers, and it's becoming increasingly frequent.",symptom,0
2550,"I attended a traditional Chinese lantern festival, with thousands of lanterns lighting up the night.",None,1
2551,Eating a slice of homemade pie brings back sweet childhood memories.,None,1
2552,"I've had a history of thyroid issues, and I suspect they may be worsening.",symptom,0
2553,I was blown away by this mind-bending science fiction movie.,None,1
2554,I explained the rules of a board game to my family before we started playing.,None,1
2555,"I narrated my experience of learning to play a musical instrument, like the guitar.",None,1
2556,I called a computer technician for assistance with a software issue.,None,1
2557,I prefer manual transmission cars because of the control they offer.,None,1
